SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Calypte anna x Selasphorus platycercus,Anna's x Broad-tailed Hummingbird (hybrid),x01096,hybrid,4843.0,BTHU ANHU,SEPL CAAN,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Selasphorus calliope x platycercus,Calliope x Broad-tailed Hummingbird (hybrid),x00851,hybrid,4844.0,BTHU CAHU,SEPL SECA,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Selasphorus rufus x platycercus,Rufous x Broad-tailed Hummingbird (hybrid),x00386,hybrid,4845.0,BTHU RUHU,SEPL SERU,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Calypte anna x Selasphorus sp.,Anna's Hummingbird x Selasphorus sp. (hybrid),x00739,hybrid,4858.0,USHU ANHU,CAAN,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Archilochus alexandri x Cynanthus latirostris,Black-chinned x Broad-billed Hummingbird (hybrid),x00676,hybrid,4871.0,BBIH BCHU BBHU,CYLA ARAL,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Calypte anna x Cynanthus latirostris,Anna's x Broad-billed Hummingbird (hybrid),x00387,hybrid,4872.0,BBIH ANHU BBHU,CAAN CYLA,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Calypte costae x Cynanthus latirostris,Costa's x Broad-billed Hummingbird (hybrid),x01097,hybrid,4873.0,BBIH BBHU COHU,CYLA CACO,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Cynanthus latirostris x doubledayi,Broad-billed x Turquoise-crowned Hummingbird (hybrid),x00388,hybrid,4878.0,BBIH BBHU TCHU,CYLA CYDO,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Eugenes fulgens x Basilinna leucotis,Rivoli's x White-eared Hummingbird (hybrid),x01101,hybrid,4922.0,RIHU MAHU WEHU,BALE EUFU,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Selasphorus platycercus x Basilinna leucotis,Broad-tailed x White-eared Hummingbird (hybrid),x01228,hybrid,4923.0,BTHU WEHU,SEPL BALE,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Cynanthus latirostris x Basilinna leucotis,Broad-billed x White-eared Hummingbird (hybrid),x01129,hybrid,4924.0,BBIH BBHU WEHU,CYLA BALE,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Trochilus polytmus x scitulus,Red-billed x Black-billed Streamertail (hybrid),stream4,hybrid,5042.0,BBST RBST,TRSC TRPO,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Cynanthus latirostris x Ramosomyia violiceps,Broad-billed x Violet-crowned Hummingbird (hybrid),x00633,hybrid,5047.0,BBIH VCHU BBHU,CYLA RAVI,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Cynanthus latirostris x Saucerottia beryllina,Broad-billed x Berylline Hummingbird (hybrid),x01172,hybrid,5065.0,BBIH BBHU BEHU,CYLA SABE,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Eugenes fulgens x Saucerottia beryllina,Rivoli's x Berylline Hummingbird (hybrid),mxbhum1,hybrid,5066.0,MAHU RIHU BEHU,EUFU SABE,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Amazilia rutila x tzacatl,Cinnamon x Rufous-tailed Hummingbird (hybrid),x00947,hybrid,5118.0,CIHU RTHU RTAH,AMTZ AMRU,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Saucerottia cyanocephala x Amazilia luciae,Azure-crowned Hummingbird x Honduran Emerald (hybrid),x00916,hybrid,5121.0,AZCH ACHU HOEM,SACY AMLU,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Amazilia tzacatl x luciae,Rufous-tailed Hummingbird x Honduran Emerald (hybrid),x01033,hybrid,5122.0,RTHU HOEM RTAH,AMTZ AMLU,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Aglaiocercus kingii x Trochilidae sp. (Bogota Sunangel),Bogota Sunangel (hybrid),bogsun2,hybrid,5213.0,UNHU LTSY,AGKI,,Apodiformes,Hummingbirds,Trochilidae,,,,trochi1
Rallus elegans x crepitans,King x Clapper Rail (hybrid),x00948,hybrid,5292.0,KIRA CLRA,RAEL RACR,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Gallinula chloropus x Fulica atra,Eurasian Moorhen x Eurasian Coot (hybrid),x00389,hybrid,5492.0,EUCO COMO EUMO,GACH FUAT,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Fulica atra x cristata,Eurasian x Red-knobbed Coot (hybrid),x00911,hybrid,5495.0,EUCO RKCO,FUCR FUAT,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Gallinula galeata x Fulica americana,Common Gallinule x American Coot (hybrid),x00390,hybrid,5505.0,AMMO COGA AMCO,GAGA FUAM,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Fulica armillata x ardesiaca,Red-gartered x Slate-colored Coot (hybrid),x00845,hybrid,5511.0,SCCO RGCO ANCO,FUAR,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Porphyrio indicus x poliocephalus,Black-backed x Gray-headed Swamphen (hybrid),x00844,hybrid,5538.0,PUSW GHSW BBSW,POIN POPO,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Porphyrio madagascariensis x poliocephalus,African x Gray-headed Swamphen (hybrid),x01061,hybrid,5539.0,AFRI PUSW GHSW AFSW,POMA POPO,,Gruiformes,"Rails, Gallinules, and Coots",Rallidae,,,,rallid1
Antigone rubicunda x antigone,Brolga x Sarus Crane (hybrid),x00949,hybrid,5711.0,BROL SACR,ANAN ANRU,,Gruiformes,Cranes,Gruidae,,,,gruida1
Antigone canadensis x Grus americana,Sandhill x Whooping Crane (hybrid),x00790,hybrid,5717.0,WHCR SACR,ANCA GRAM,,Gruiformes,Cranes,Gruidae,,,,gruida1
Antigone canadensis x Grus grus,Sandhill x Common Crane (hybrid),x00657,hybrid,5719.0,CCRA COCR SACR,ANCA GRGR,,Gruiformes,Cranes,Gruidae,,,,gruida1
Grus grus x monacha,Common x Hooded Crane (hybrid),x00884,hybrid,5722.0,CCRA COCR HOCR,GRMO GRGR,,Gruiformes,Cranes,Gruidae,,,,gruida1
Himantopus himantopus x leucocephalus,Black-winged x Pied Stilt (hybrid),x00830,hybrid,5765.0,EBWS BWST PIST,HILE HIHI,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Himantopus leucocephalus x novaezelandiae,Pied x Black Stilt (hybrid),x00459,hybrid,5768.0,BLST BWST PIST,HILE HINO,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Himantopus himantopus x mexicanus,Black-winged x Black-necked Stilt (hybrid),x00846,hybrid,5775.0,EBWS BWST BNBS BNST,HIME HIHI,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Himantopus mexicanus x Recurvirostra americana,Black-necked Stilt x American Avocet (hybrid),x00732,hybrid,5781.0,BWST BNST BNBS AMAV,HIME REAM,,Charadriiformes,Stilts and Avocets,Recurvirostridae,,,,recurv1
Haematopus finschi x unicolor,South Island x Variable Oystercatcher (hybrid),x00928,hybrid,5795.0,VAOY SIOY SIPO,HAFI HAUN,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Haematopus palliatus x bachmani,American x Black Oystercatcher (hybrid),x00006,hybrid,5807.0,AMOY BLOY,HABA HAPA,,Charadriiformes,Oystercatchers,Haematopodidae,,,,haemat1
Vanellus armatus x albiceps,Blacksmith x White-crowned Lapwing (hybrid),x00885,hybrid,5868.0,BLLA WCLA BLPL,VAAR VAAL,,Charadriiformes,Plovers and Lapwings,Charadriidae,,,,charad1
Jacana spinosa x jacana,Northern x Wattled Jacana (hybrid),x00791,hybrid,5997.0,NOJA WAJA,JAJA JASP,,Charadriiformes,Jacanas,Jacanidae,,,,jacani1
Limosa lapponica x haemastica,Bar-tailed x Hudsonian Godwit (hybrid),x01025,hybrid,6049.0,BTGO HUGO,LILA LIHA,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Limosa limosa x haemastica,Black-tailed x Hudsonian Godwit (hybrid),x01026,hybrid,6050.0,BTGO BLTG HUGO,LIHA LILI,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Gallinago media x gallinago,Great x Common Snipe (hybrid),x00792,hybrid,6102.0,COSN GRSN,GAGA GAME,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris tenuirostris x virgata,Great Knot x Surfbird (hybrid),x00733,hybrid,6175.0,SURF GRKN,CATE CAVI,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris canutus x virgata,Red Knot x Surfbird (hybrid),x00675,hybrid,6176.0,REKN SURF,CAVI CACA,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris alpina x maritima,Dunlin x Purple Sandpiper (hybrid),x00433,hybrid,6208.0,PUSA DUNL,CAMA CAAL,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris alpina x ptilocnemis,Dunlin x Rock Sandpiper (hybrid),x01213,hybrid,6215.0,ROSA DUNL,CAPT CAAL,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris subruficollis x bairdii,Buff-breasted x Baird's Sandpiper (hybrid),x01123,hybrid,6218.0,BBSA BASA,CABA CASU,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Arenaria interpres x Calidris fuscicollis,Ruddy Turnstone x White-rumped Sandpiper (hybrid),x01062,hybrid,6222.0,WRSA RUTU,ARIN CAFU,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris canutus x fuscicollis,Red Knot x White-rumped Sandpiper (hybrid),x01229,hybrid,6223.0,REKN WRSA,CAFU CACA,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris subruficollis x fuscicollis,Buff-breasted x White-rumped Sandpiper (hybrid),x00431,hybrid,6224.0,WRSA BBSA,CAFU CASU,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris alpina x fuscicollis,Dunlin x White-rumped Sandpiper (hybrid),x00430,hybrid,6225.0,WRSA DUNL,CAAL CAFU,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris ferruginea x melanotos,Curlew x Pectoral Sandpiper (hybrid),x00432,hybrid,6228.0,PESA CUSA,CAME CAFE,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris fuscicollis x melanotos,White-rumped x Pectoral Sandpiper (hybrid),x01094,hybrid,6229.0,WRSA PESA,CAME CAFU,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Calidris fuscicollis x pusilla,White-rumped x Semipalmated Sandpiper (hybrid),x01042,hybrid,6233.0,WRSA SESA,CAPU CAFU,,Charadriiformes,Sandpipers and Allies,Scolopacidae,,,,scolop2
Uria lomvia x aalge,Thick-billed x Common Murre (hybrid),x00793,hybrid,6430.0,TBMU BRGU COMU COGU,URAA URLO,,Charadriiformes,"Auks, Murres, and Puffins",Alcidae,,,,alcida1
Chroicocephalus genei x ridibundus,Slender-billed x Black-headed Gull (hybrid),x00391,hybrid,6475.0,BHGU SBGU,CHGE CHRI,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Chroicocephalus genei x brunnicephalus,Slender-billed x Brown-headed Gull (hybrid),x00734,hybrid,6478.0,SBGU BHGU,CHGE CHBR,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Chroicocephalus cirrocephalus x hartlaubii,Gray-hooded x Hartlaub's Gull (hybrid),x00886,hybrid,6485.0,HAGU GHGU,CHCI CHHA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Chroicocephalus cirrocephalus x Leucophaeus atricilla,Gray-hooded x Laughing Gull (hybrid),x00392,hybrid,6493.0,LAGU GHGU,CHCI LEAT,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Chroicocephalus philadelphia x Leucophaeus pipixcan,Bonaparte's x Franklin's Gull (hybrid),x00794,hybrid,6495.0,BOGU FRGU,LEPI CHPH,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Chroicocephalus ridibundus x Ichthyaetus melanocephalus,Black-headed x Mediterranean Gull (hybrid),x00695,hybrid,6502.0,MEGU BHGU,ICME CHRI,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Chroicocephalus ridibundus x Larus canus,Black-headed x Common Gull (hybrid),x00393,hybrid,6517.0,COGU MEGU BHGU,LACA CHRI,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Ichthyaetus melanocephalus x Larus canus,Mediterranean x Common Gull (hybrid),x00847,hybrid,6518.0,COGU MEGU,ICME LACA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Chroicocephalus ridibundus x Larus delawarensis,Black-headed x Ring-billed Gull (hybrid),x00641,hybrid,6522.0,RBGU BHGU,LADE CHRI,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Leucophaeus atricilla x Larus delawarensis,Laughing x Ring-billed Gull (hybrid),x00616,hybrid,6523.0,LAGU RBGU,LADE LEAT,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Leucophaeus pipixcan x Larus delawarensis,Franklin's x Ring-billed Gull (hybrid),x00795,hybrid,6524.0,RBGU FRGU,LEPI LADE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus canus x delawarensis,Common x Ring-billed Gull (hybrid),x00394,hybrid,6525.0,RBGU COGU MEGU,LACA LADE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus brachyrhynchus x delawarensis,Short-billed x Ring-billed Gull (hybrid),x01230,hybrid,6526.0,RBGU MEGU SBIG SBGU,LADE LABR,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus delawarensis x smithsonianus,Ring-billed x American Herring Gull (hybrid),x00796,hybrid,6540.0,RBGU AHGU,LASM LADE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus cachinnans x argentatus,Caspian x European Herring Gull (hybrid),x00915,hybrid,6548.0,EHGU CAGU,LACA LAAR,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus dominicanus x smithsonianus,Kelp x American Herring Gull (hybrid),kxhgul1,hybrid,6549.0,SBBG AHGU KEGU,LASM LADO,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus cachinnans x michahellis,Caspian x Yellow-legged Gull (hybrid),x00395,hybrid,6555.0,YLGU CAGU,LACA LAMI,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus argentatus x michahellis,European Herring x Yellow-legged Gull (hybrid),x01182,hybrid,6556.0,YLGU EHGU,LAAR LAMI,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus smithsonianus x marinus,American Herring x Great Black-backed Gull (hybrid),x00047,hybrid,6563.0,GBBG AHGU,LASM LAMA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus argentatus x marinus,European Herring x Great Black-backed Gull (hybrid),x01130,hybrid,6564.0,GBBG EHGU,LAAR LAMA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus michahellis x marinus,Yellow-legged x Great Black-backed Gull (hybrid),x00397,hybrid,6565.0,YLGU GBBG,LAMA LAMI,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus smithsonianus x hyperboreus,American Herring x Glaucous Gull (hybrid),x01131,hybrid,6571.0,GLGU AHGU,LASM LAHY,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus vegae x hyperboreus,Vega x Glaucous Gull (hybrid),x01132,hybrid,6572.0,VEGU GLGU AHGU,LAHY LAVE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus argentatus x hyperboreus,European Herring x Glaucous Gull (hybrid),x01133,hybrid,6573.0,EHGU GLGU,LAHY LAAR,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus smithsonianus/vegae/argentatus x hyperboreus,American Herring/Vega/European Herring x Glaucous Gull (hybrid),nelgul,hybrid,6574.0,EHGU GLGU AHGU VEGU,LASM LAHY LAAR LAVE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus marinus x hyperboreus,Great Black-backed x Glaucous Gull (hybrid),x00632,hybrid,6575.0,GBBG GLGU,LAHY LAMA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus canus x fuscus,Common x Lesser Black-backed Gull (hybrid),x01231,hybrid,6584.0,LBBG COGU MEGU,LACA LAFU,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus delawarensis x fuscus,Ring-billed x Lesser Black-backed Gull (hybrid),x01008,hybrid,6585.0,LBBG RBGU,LADE LAFU,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus smithsonianus x fuscus,American Herring x Lesser Black-backed Gull (hybrid),x01134,hybrid,6586.0,LBBG AHGU,LASM LAFU,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus argentatus x fuscus,European Herring x Lesser Black-backed Gull (hybrid),x00057,hybrid,6587.0,LBBG EHGU,LAAR LAFU,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus michahellis x fuscus,Yellow-legged x Lesser Black-backed Gull (hybrid),x00396,hybrid,6588.0,YLGU LBBG,LAMI LAFU,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus delawarensis x californicus,Ring-billed x California Gull (hybrid),x01183,hybrid,6594.0,RBGU CAGU,LACA LADE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus smithsonianus x californicus,American Herring x California Gull (hybrid),x00797,hybrid,6595.0,CAGU AHGU,LACA LASM,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus occidentalis x glaucescens,Western x Glaucous-winged Gull (hybrid),x00051,hybrid,6597.0,WEGU GWGU,LAGL LAOC,WGWH,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus smithsonianus x glaucescens,American Herring x Glaucous-winged Gull (hybrid),x00050,hybrid,6598.0,AHGU GWGU,LASM LAGL,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus hyperboreus x glaucescens,Glaucous x Glaucous-winged Gull (hybrid),x00048,hybrid,6599.0,GLGU GWGU,LAGL LAHY,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus vegae x schistisagus,Vega x Slaty-backed Gull (hybrid),x00434,hybrid,6603.0,SBGU SBAG AHGU VEGU,LASC LAVE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus glaucescens x schistisagus,Glaucous-winged x Slaty-backed Gull (hybrid),x00436,hybrid,6604.0,SBAG SBGU GWGU,LAGL LASC,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus hyperboreus x schistisagus,Glaucous x Slaty-backed Gull (hybrid),x00437,hybrid,6605.0,GLGU SBGU SBAG,LAHY LASC,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus smithsonianus x glaucoides,American Herring x Iceland Gull (hybrid),x00617,hybrid,6613.0,ICGU AHGU,LASM LAGL,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Larus fuscus x glaucoides,Lesser Black-backed x Iceland Gull (hybrid),x01232,hybrid,6614.0,LBBG ICGU,LAGL LAFU,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Gygis candida x microrhyncha,Blue-billed x Little White-Tern (hybrid),x01184,hybrid,6631.0,LIWT WHTE CWTE BBWT LWTE,GYCA GYMI,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Sternula albifrons x nereis,Little x Australian Fairy Tern (hybrid),x00798,hybrid,6697.0,AFTE FATE LITE,STNE STAL,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Sterna forsteri x paradisaea,Forster's x Arctic Tern (hybrid),x01165,hybrid,6734.0,ARTE FOTE,STFO STPA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Sterna hirundo x paradisaea,Common x Arctic Tern (hybrid),x00910,hybrid,6754.0,ARTE COTE,STHI STPA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Sterna hirundo x dougallii,Common x Roseate Tern (hybrid),x00735,hybrid,6767.0,ROTE ROST COTE,STHI STDO,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Thalasseus sandvicensis x elegans,Sandwich x Elegant Tern (hybrid),x00438,hybrid,6781.0,ELTE SATE,THEL THSA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Thalasseus sandvicensis x bengalensis,Sandwich x Lesser Crested Tern (hybrid),x01233,hybrid,6787.0,SATE LCTE,THBE THSA,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Thalasseus bengalensis x bergii,Lesser x Great Crested Tern (hybrid),x01040,hybrid,6797.0,SWTE LCTE GCTE SWIF CRTE,THBE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Thalasseus bergii x bernsteini,Great x Chinese Crested Tern (hybrid),x00848,hybrid,6800.0,SWTE GCTE CCTE SWIF CRTE,THBE,,Charadriiformes,"Gulls, Terns, and Skimmers",Laridae,,,,larida1
Phoenicopterus chilensis x ruber,Chilean x American Flamingo (hybrid),x01038,hybrid,6810.0,CHFL AMFL,PHCH PHRU,,Phoenicopteriformes,Flamingos,Phoenicopteridae,,,,phoeni1
Phoenicopterus chilensis x roseus,Chilean x Greater Flamingo (hybrid),x01039,hybrid,6812.0,CHFL GRFL,PHCH PHRO,,Phoenicopteriformes,Flamingos,Phoenicopteridae,,,,phoeni1
Phoenicopterus ruber x roseus,American x Greater Flamingo (hybrid),x01185,hybrid,6813.0,AMFL GRFL,PHRO PHRU,,Phoenicopteriformes,Flamingos,Phoenicopteridae,,,,phoeni1
Aechmophorus occidentalis x clarkii,Western x Clark's Grebe (hybrid),x00427,hybrid,6894.0,WEGR CLGR,AEOC AECL,,Podicipediformes,Grebes,Podicipedidae,,,,podici1
Gavia immer x adamsii,Common x Yellow-billed Loon (hybrid),x01146,hybrid,6935.0,COLO WBDI YBLO GNDI,GAAD GAIM,,Gaviiformes,Loons,Gaviidae,,,,gaviid1
Spheniscus humboldti x magellanicus,Humboldt x Magellanic Penguin (hybrid),x01082,hybrid,6960.0,HUPE MAPE,SPHU SPMA,,Sphenisciformes,Penguins,Spheniscidae,,,,spheni1
Eudyptes chrysolophus x chrysocome,Macaroni x Western Rockhopper Penguin (hybrid),x00921,hybrid,6967.0,WRPE SRPE MAPE,EUCH,,Sphenisciformes,Penguins,Spheniscidae,,,,spheni1
Phoebastria immutabilis x nigripes,Laysan x Black-footed Albatross (hybrid),x00017,hybrid,6989.0,BFAL LAAL,PHIM PHNI,LBFH,Procellariiformes,Albatrosses,Diomedeidae,,,,diomed1
Thalassarche chrysostoma x melanophris,Gray-headed x Black-browed Albatross (hybrid),x01063,hybrid,7009.0,GHMO BBAL BBMO GHAL,THCH THME,,Procellariiformes,Albatrosses,Diomedeidae,,,,diomed1
Ciconia nigra x ciconia,Black x White Stork (hybrid),x01098,hybrid,7294.0,BLST WHST,CINI CICI,,Ciconiiformes,Storks,Ciconiidae,,,,ciconi2
Mycteria cinerea x leucocephala,Milky x Painted Stork (hybrid),x00729,hybrid,7310.0,MIST PAST,MYLE MYCI,,Ciconiiformes,Storks,Ciconiidae,,,,ciconi2
Morus capensis x serrator,Cape x Australasian Gannet (hybrid),x01234,hybrid,7336.0,AUGA CAGA,MOCA MOSE,,Suliformes,Boobies and Gannets,Sulidae,,,,sulida1
Sula leucogaster x dactylatra,Brown x Masked Booby (hybrid),x00782,hybrid,7354.0,MABO BRBO,SUDA SULE,,Suliformes,Boobies and Gannets,Sulidae,,,,sulida1
Sula dactylatra x granti,Masked x Nazca Booby (hybrid),x01064,hybrid,7356.0,NABO MABO,SUDA SUGR,,Suliformes,Boobies and Gannets,Sulidae,,,,sulida1
Sula brewsteri x nebouxii,Cocos x Blue-footed Booby (hybrid),x00950,hybrid,7361.0,BFBO COBO BRBO,SUBR SUNE,,Suliformes,Boobies and Gannets,Sulidae,,,,sulida1
Sula nebouxii x variegata,Blue-footed x Peruvian Booby (hybrid),x01065,hybrid,7363.0,BFBO PEBO,SUNE SUVA,,Suliformes,Boobies and Gannets,Sulidae,,,,sulida1
Nannopterum auritum x brasilianum,Double-crested x Neotropic Cormorant (hybrid),x00783,hybrid,7434.0,DCCO NECO,NABR NAAU,,Suliformes,Cormorants and Shags,Phalacrocoracidae,,,,phalac1
Leucocarbo bougainvilliorum x atriceps,Guanay x Imperial Cormorant (hybrid),x01186,hybrid,7458.0,IMCO IMSH GUCO ICSP,LEBO LEAT,,Suliformes,Cormorants and Shags,Phalacrocoracidae,,,,phalac1
Eudocimus albus x ruber,White x Scarlet Ibis (hybrid),x00428,hybrid,7466.0,AWIB WHIB SCIB,EURU EUAL,,Pelecaniformes,Ibises and Spoonbills,Threskiornithidae,,,,thresk1
Plegadis falcinellus x chihi,Glossy x White-faced Ibis (hybrid),gxwibi1,hybrid,7469.0,WFIB GLIB,PLCH PLFA,,Pelecaniformes,Ibises and Spoonbills,Threskiornithidae,,,,thresk1
Threskiornis molucca x spinicollis,Australian x Straw-necked Ibis (hybrid),x01157,hybrid,7502.0,AWIB SNIB WHIB AUIB,THMO THSP,,Pelecaniformes,Ibises and Spoonbills,Threskiornithidae,,,,thresk1
Platalea leucorodia x minor,Eurasian x Black-faced Spoonbill (hybrid),x00883,hybrid,7531.0,ESPO EUSP BFSP,PLLE PLMI,,Pelecaniformes,Ibises and Spoonbills,Threskiornithidae,,,,thresk1
Nyctanassa violacea x Nycticorax nycticorax,Yellow-crowned x Black-crowned Night Heron (hybrid),x00704,hybrid,7605.0,BCNH YCNH,NYNY NYVI,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Nycticorax nycticorax x caledonicus,Black-crowned x Nankeen Night Heron (hybrid),x01041,hybrid,7617.0,BCNH NNHE,NYCA NYNY,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Egretta caerulea x tricolor,Little Blue x Tricolored Heron (hybrid),x00696,hybrid,7633.0,LBHE TRHE,EGCA EGTR,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
Egretta tricolor x rufescens,Tricolored Heron x Reddish Egret (hybrid),x00785,hybrid,7637.0,TRHE REEG,EGTR EGRU,,Pelecaniformes,"Herons, Egrets, and Bitterns",Ardeidae,,,,ardeid1
