SCIENTIFIC_NAME,COMMON_NAME,SPECIES_CODE,CATEGORY,TAXON_ORDER,COM_NAME_CODES,SCI_NAME_CODES,BANDING_CODES,ORDER,FAMILY_COM_NAME,FAMILY_SCI_NAME,REPORT_AS,EXTINCT,EXTINCT_YEAR,FAMILY_CODE
Piranga olivacea x ludoviciana,Scarlet x Western Tanager (hybrid),x00825,hybrid,34441.0,WETA SCTA,PIOL PILU,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Piranga flava x bidentata,Hepatic x Flame-colored Tanager (hybrid),x00826,hybrid,34447.0,FCTA HETA RETA HBTA,PIBI PIFL,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Piranga ludoviciana x bidentata,Western x Flame-colored Tanager (hybrid),x00444,hybrid,34448.0,FCTA WETA,PIBI PILU,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Cardinalis cardinalis x sinuatus,Northern Cardinal x Pyrrhuloxia (hybrid),x00774,hybrid,34539.0,PYRR NOCA,CASI CACA,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Piranga olivacea x Pheucticus ludovicianus,Scarlet Tanager x Rose-breasted Grosbeak (hybrid),x01002,hybrid,34558.0,RBGR SCTA,PHLU PIOL,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Pheucticus ludovicianus x melanocephalus,Rose-breasted x Black-headed Grosbeak (hybrid),x00448,hybrid,34562.0,RBGR BHGR,PHLU PHME,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Passerina caerulea x cyanea,Blue Grosbeak x Indigo Bunting (hybrid),x00872,hybrid,34608.0,INBU BLGR,PACY PACA,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Passerina amoena x cyanea,Lazuli x Indigo Bunting (hybrid),ixlbun,hybrid,34609.0,INBU LAZB LABU,PAAM PACY,ILBH,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Passerina cyanea x versicolor,Indigo x Varied Bunting (hybrid),x01076,hybrid,34620.0,INBU VABU,PAVE PACY,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Passerina cyanea x ciris,Indigo x Painted Bunting (hybrid),x00918,hybrid,34624.0,PABU INBU,PACY PACI,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Passerina versicolor x ciris,Varied x Painted Bunting (hybrid),x00902,hybrid,34625.0,PABU VABU,PAVE PACI,,Passeriformes,Cardinals and Allies,Cardinalidae,,,,cardin1
Paroaria coronata x gularis,Red-crested x Red-capped Cardinal (hybrid),x00488,hybrid,34636.0,RCCA,PACO PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,,,,thraup2
Paroaria gularis x baeri,Red-capped x Crimson-fronted Cardinal (hybrid),x00897,hybrid,34641.0,RCCA CFCA,PABA PAGU,,Passeriformes,Tanagers and Allies,Thraupidae,,,,thraup2
Loriotus cristatus x luctuosus,Flame-crested x White-shouldered Tanager (hybrid),flctan3,hybrid,34768.0,WSTA FCTA,LOCR LOLU,,Passeriformes,Tanagers and Allies,Thraupidae,,,,thraup2
Ramphocelus flammigerus x passerinii,Flame-rumped x Scarlet-rumped Tanager (hybrid),x00489,hybrid,34803.0,FRTA SRTA SCRT FRRT,RAPA RAFL,,Passeriformes,Tanagers and Allies,Thraupidae,,,,thraup2
Ramphocelus passerinii x dimidiatus,Scarlet-rumped x Crimson-backed Tanager (hybrid),x00898,hybrid,34826.0,SCRT SRTA CBTA,RAPA RADI,,Passeriformes,Tanagers and Allies,Thraupidae,,,,thraup2
Diglossa brunneiventris x carbonaria,Black-throated x Gray-bellied Flowerpiercer (hybrid),x00981,hybrid,35289.0,GBFL BTFL,DIBR DICA,,Passeriformes,Tanagers and Allies,Thraupidae,,,,thraup2
Nesospiza acunhae x wilkinsi,Inaccessible Island x Wilkins's Finch (hybrid),x01254,hybrid,35405.0,WIFI IIFI,NEAC NEWI,,Passeriformes,Tanagers and Allies,Thraupidae,,,,thraup2
Diuca diuca x Gubernatrix cristata,Diuca Finch x Yellow Cardinal (hybrid),x00899,hybrid,35643.0,DIFI YECA,GUCR DIDI,,Passeriformes,Tanagers and Allies,Thraupidae,,,,thraup2
